area_name,n_orders,o_lon_min,o_lon_p1,o_lon_p99,o_lon_max,o_lat_min,o_lat_p1,o_lat_p99,o_lat_max,d_lon_min,d_lon_p1,d_lon_p99,d_lon_max,d_lat_min,d_lat_p1,d_lat_p99,d_lat_max
苏州市,2762363,120.19898986816406,120.4153823852539,120.8460922241211,121.80805969238281,30.77199935913086,30.899080276489258,31.468040466308594,31.73101043701172,108.58663940429688,120.41251373291016,120.86897277832031,122.31432342529297,23.57744026184082,30.898237228393555,31.502038497924804,34.624412536621094
昆山市,814808,120.43302917480469,120.85294342041016,121.14473724365234,121.80780029296875,30.85987663269043,31.16428565979004,31.507204055786133,31.827024459838867,118.194091796875,120.69461822509766,121.17776489257812,122.3708724975586,29.55088996887207,31.15958023071289,31.510112762451172,33.94396209716797
常熟市,280673,120.38078308105469,120.63887023925781,120.99565887451172,121.80774688720703,30.859886169433594,31.53429412841797,31.74903106689453,31.831096649169922,117.22852325439453,120.58659362792969,121.01512145996094,122.39118957519531,29.279483795166016,31.33049201965332,31.75770378112793,33.82273864746094
张家港市,248286,120.37318420410156,120.40647888183594,120.7060775756836,120.81784057617188,31.50518226623535,31.775819778442383,31.984387207031247,32.022125244140625,117.27982330322266,120.39498901367188,120.7160873413086,121.86981201171875,29.143709182739258,31.699134063720702,31.987289428710938,34.57197570800781
太仓市,151396,120.27265930175781,121.0355899810791,121.27628326416016,121.80757141113281,30.860170364379883,31.409080505371094,31.64182577133179,31.721569061279297,117.29122924804688,120.91364936828613,121.30034980773925,121.8393325805664,30.16701316833496,31.28829469680786,31.650094509124756,33.45553970336914
