guidance_scale,real_val_nonzero_ratio,gen_nonzero_ratio,gen_cont_nonzero_ratio,gen_min,gen_max,gen_mean,row_sum_ks_stat,col_sum_ks_stat,real_row_sum_mean,real_row_sum_std,gen_row_sum_mean,gen_row_sum_std,real_col_sum_mean,real_col_sum_std,gen_col_sum_mean,gen_col_sum_std,sampling_seconds,has_nan
0.0,0.0026415094339622643,0.06806433190933903,0.9539982348403939,0.0,11.0,0.06866159368695858,0.10200471698113212,0.11025943396226412,1.5723270440251573,3.3485594753130594,36.39064465408805,123.88266026004781,1.5723270440251573,4.377611162555039,36.39064465408805,124.08611393036344,148.0467779636383,False
0.5,0.0026415094339622643,0.12916036252521657,0.9590905719710454,0.0,12.0,0.12971794529488548,0.16018081761006292,0.1630110062893082,1.5723270440251573,3.3485594753130594,68.75051100628932,172.79252285596027,1.5723270440251573,4.377611162555039,68.75051100628932,172.95952937273938,154.22110533714294,False
1.0,0.0026415094339622643,0.21445806633440134,0.9801128070487718,0.0,11.0,0.21496744096356948,0.2799528301886792,0.2852987421383647,1.5723270440251573,3.3485594753130594,113.93274371069182,206.97633663742675,1.5723270440251573,4.377611162555039,113.93274371069182,207.09982894240932,83.23892331123352,False
1.5,0.0026415094339622643,0.32880206479174084,0.9885372166844666,0.0,11.0,0.32932271270914915,0.37437106918238994,0.38352987421383644,1.5723270440251573,3.3485594753130594,174.54103773584905,242.55519983469253,1.5723270440251573,4.377611162555039,174.54103773584905,242.62986887177436,147.19810461997986,False
2.0,0.0026415094339622643,0.4419961136822119,0.998683027767889,0.0,10.0,0.44263869111190224,0.482311320754717,0.4886006289308176,1.5723270440251573,3.3485594753130594,234.59850628930818,258.4150403204244,1.5723270440251573,4.377611162555039,234.59850628930818,258.4822232083862,153.31037425994873,False
